datetime,season,temp,humidity,windspeed,weather
2011-07-09 03:00:00,3,26.24,89,8.9981,1
2011-07-09 04:00:00,3,26.24,83,15.0013,1
2011-07-09 05:00:00,3,25.42,88,11.0014,2
2011-07-09 06:00:00,3,26.24,83,12.998,2
2011-07-09 07:00:00,3,27.06,78,12.998,1
2011-07-09 08:00:00,3,28.7,70,16.9979,1
2011-07-09 09:00:00,3,30.34,58,19.0012,1
2011-07-09 10:00:00,3,31.16,52,11.0014,1
2011-07-09 11:00:00,3,31.98,46,19.9995,1
2011-07-09 12:00:00,3,32.8,46,16.9979,1
2011-07-09 13:00:00,3,33.62,41,15.0013,1
2011-07-09 14:00:00,3,34.44,36,8.9981,1
2011-07-09 15:00:00,3,34.44,34,6.0032,1
2011-07-09 16:00:00,3,33.62,38,0,1
2011-07-09 17:00:00,3,34.44,32,0,1
2011-07-09 18:00:00,3,33.62,36,7.0015,1
2011-07-09 19:00:00,3,31.16,55,11.0014,1
2011-07-09 20:00:00,3,31.16,58,15.0013,1
2011-07-09 21:00:00,3,30.34,58,11.0014,1
2011-07-09 22:00:00,3,29.52,62,11.0014,1
2011-07-09 23:00:00,3,29.52,58,12.998,1
2011-07-10 00:00:00,3,28.7,61,11.0014,1
2011-07-10 01:00:00,3,28.7,61,8.9981,1
2011-07-10 02:00:00,3,27.88,69,6.0032,1
2011-07-10 03:00:00,3,27.06,74,6.0032,1
2011-07-10 04:00:00,3,27.06,69,6.0032,1
2011-07-10 05:00:00,3,27.06,74,0,1
2011-07-10 06:00:00,3,26.24,78,6.0032,1
2011-07-10 07:00:00,3,28.7,70,6.0032,1
2011-07-10 08:00:00,3,29.52,66,0,1
2011-07-10 09:00:00,3,30.34,66,6.0032,1
2011-07-10 10:00:00,3,31.16,55,8.9981,1
2011-07-10 11:00:00,3,31.98,55,12.998,1
2011-07-10 12:00:00,3,33.62,46,19.0012,1
2011-07-10 13:00:00,3,32.8,46,19.9995,1
2011-07-10 14:00:00,3,33.62,41,22.0028,1
2011-07-10 15:00:00,3,34.44,39,19.0012,1
2011-07-10 16:00:00,3,34.44,41,19.0012,1
2011-07-10 17:00:00,3,34.44,36,15.0013,1
2011-07-10 18:00:00,3,33.62,43,19.0012,1
2011-07-10 19:00:00,3,32.8,49,22.0028,1
2011-07-10 20:00:00,3,31.16,55,12.998,1
2011-07-10 21:00:00,3,30.34,62,16.9979,1
2011-07-10 22:00:00,3,30.34,66,15.0013,1
2011-07-10 23:00:00,3,29.52,66,16.9979,1
2011-07-11 00:00:00,3,28.7,65,12.998,1
2011-07-11 01:00:00,3,28.7,61,19.0012,1
2011-07-11 02:00:00,3,28.7,61,15.0013,1
2011-07-11 03:00:00,3,27.88,65,11.0014,1
2011-07-11 04:00:00,3,27.06,74,15.0013,1
2011-07-11 05:00:00,3,27.06,74,8.9981,1
2011-07-11 06:00:00,3,27.88,74,12.998,1
2011-07-11 07:00:00,3,28.7,74,16.9979,1
2011-07-11 08:00:00,3,30.34,66,19.0012,1
2011-07-11 09:00:00,3,31.98,59,19.9995,1
2011-07-11 10:00:00,3,32.8,55,23.9994,1
2011-07-11 11:00:00,3,33.62,56,19.9995,1
2011-07-11 12:00:00,3,34.44,53,19.0012,1
2011-07-11 13:00:00,3,35.26,50,16.9979,1
2011-07-11 14:00:00,3,35.26,53,19.0012,1
2011-07-11 15:00:00,3,35.26,56,27.9993,1
2011-07-11 16:00:00,3,35.26,56,26.0027,1
2011-07-11 17:00:00,3,35.26,56,27.9993,1
2011-07-11 18:00:00,3,35.26,53,26.0027,1
2011-07-11 19:00:00,3,34.44,59,22.0028,1
2011-07-11 20:00:00,3,29.52,74,27.9993,1
2011-07-11 21:00:00,3,28.7,79,27.9993,1
2011-07-11 22:00:00,3,29.52,74,8.9981,1
2011-07-11 23:00:00,3,28.7,79,8.9981,1
2011-07-12 00:00:00,3,28.7,79,8.9981,1
2011-07-12 01:00:00,3,28.7,79,6.0032,1
2011-07-12 02:00:00,3,28.7,79,7.0015,1
2011-07-12 03:00:00,3,28.7,79,0,2
2011-07-12 04:00:00,3,28.7,79,11.0014,1
2011-07-12 05:00:00,3,28.7,79,6.0032,1
2011-07-12 06:00:00,3,30.34,58,15.0013,1
2011-07-12 07:00:00,3,31.16,55,12.998,1
2011-07-12 08:00:00,3,31.16,58,15.0013,1
2011-07-12 09:00:00,3,31.98,55,32.9975,1
2011-07-12 10:00:00,3,33.62,52,11.0014,1
2011-07-12 11:00:00,3,33.62,52,11.0014,1
2011-07-12 12:00:00,3,35.26,44,19.9995,1
2011-07-12 13:00:00,3,35.26,47,15.0013,1
2011-07-12 14:00:00,3,36.9,42,19.9995,1
2011-07-12 15:00:00,3,36.9,42,23.9994,1
2011-07-12 16:00:00,3,35.26,44,19.0012,1
2011-07-12 17:00:00,3,36.08,44,19.0012,1
2011-07-12 18:00:00,3,35.26,47,19.9995,1
2011-07-12 19:00:00,3,34.44,44,19.0012,1
2011-07-12 20:00:00,3,33.62,43,12.998,1
2011-07-12 21:00:00,3,33.62,43,7.0015,1
2011-07-12 22:00:00,3,32.8,46,8.9981,1
2011-07-12 23:00:00,3,31.98,52,0,1
2011-07-13 00:00:00,3,31.16,62,0,1
2011-07-13 01:00:00,3,31.16,55,0,1
2011-07-13 02:00:00,3,31.16,55,0,1
2011-07-13 03:00:00,3,30.34,58,12.998,1
2011-07-13 04:00:00,3,30.34,58,16.9979,1
2011-07-13 05:00:00,3,30.34,58,12.998,1
2011-07-13 06:00:00,3,30.34,58,11.0014,1
2011-07-13 07:00:00,3,31.16,55,16.9979,1
2011-07-13 08:00:00,3,32.8,49,16.9979,1
2011-07-13 09:00:00,3,33.62,41,12.998,1
2011-07-13 10:00:00,3,33.62,46,12.998,1
2011-07-13 11:00:00,3,34.44,39,11.0014,1
2011-07-13 12:00:00,3,34.44,41,19.0012,1
2011-07-13 13:00:00,3,33.62,46,8.9981,3
2011-07-13 14:00:00,3,33.62,46,8.9981,3
2011-07-13 15:00:00,3,26.24,94,8.9981,3
2011-07-13 16:00:00,3,27.06,89,0,2
2011-07-13 17:00:00,3,28.7,79,0,1
2011-07-13 18:00:00,3,29.52,79,8.9981,1
2011-07-13 19:00:00,3,28.7,79,7.0015,1
2011-07-13 20:00:00,3,28.7,84,11.0014,1
2011-07-13 21:00:00,3,28.7,79,7.0015,1
2011-07-13 22:00:00,3,27.88,83,12.998,1
2011-07-13 23:00:00,3,27.06,83,16.9979,1
2011-07-14 00:00:00,3,27.06,69,19.9995,1
2011-07-14 01:00:00,3,27.06,61,16.9979,1
2011-07-14 02:00:00,3,26.24,57,19.9995,1
2011-07-14 03:00:00,3,25.42,57,19.9995,1
2011-07-14 04:00:00,3,25.42,53,16.9979,1
2011-07-14 05:00:00,3,24.6,56,15.0013,1
2011-07-14 06:00:00,3,24.6,60,15.0013,1
2011-07-14 07:00:00,3,25.42,53,16.9979,1
2011-07-14 08:00:00,3,26.24,50,23.9994,1
2011-07-14 09:00:00,3,27.88,47,19.0012,1
2011-07-14 10:00:00,3,28.7,42,16.9979,1
2011-07-14 11:00:00,3,29.52,37,15.0013,1
2011-07-14 12:00:00,3,30.34,35,16.9979,1
2011-07-14 13:00:00,3,31.16,33,22.0028,1
2011-07-14 14:00:00,3,30.34,35,19.0012,1
2011-07-14 15:00:00,3,31.16,33,19.9995,1
2011-07-14 16:00:00,3,31.16,33,8.9981,1
2011-07-14 17:00:00,3,30.34,37,8.9981,1
2011-07-14 18:00:00,3,29.52,42,12.998,1
2011-07-14 19:00:00,3,29.52,39,15.0013,1
2011-07-14 20:00:00,3,28.7,42,15.0013,1
2011-07-14 21:00:00,3,27.06,50,8.9981,1
2011-07-14 22:00:00,3,26.24,57,6.0032,1
2011-07-14 23:00:00,3,26.24,65,16.9979,1
2011-07-15 00:00:00,3,25.42,73,15.0013,1
2011-07-15 01:00:00,3,25.42,73,12.998,1
2011-07-15 02:00:00,3,24.6,78,11.0014,1
2011-07-15 03:00:00,3,24.6,73,12.998,1
2011-07-15 04:00:00,3,24.6,73,11.0014,1
2011-07-15 05:00:00,3,24.6,73,8.9981,1
2011-07-15 06:00:00,3,24.6,73,7.0015,2
2011-07-15 07:00:00,3,26.24,65,7.0015,1
2011-07-15 08:00:00,3,26.24,65,16.9979,1
2011-07-15 09:00:00,3,27.88,54,12.998,1
2011-07-15 10:00:00,3,27.06,61,11.0014,2
2011-07-15 11:00:00,3,28.7,54,8.9981,1
2011-07-15 12:00:00,3,28.7,48,12.998,1
2011-07-15 13:00:00,3,28.7,54,12.998,1
2011-07-15 14:00:00,3,28.7,51,12.998,1
2011-07-15 15:00:00,3,29.52,45,11.0014,1
2011-07-15 16:00:00,3,29.52,51,12.998,1
2011-07-15 17:00:00,3,30.34,42,16.9979,1
2011-07-15 18:00:00,3,29.52,45,15.0013,1
2011-07-15 19:00:00,3,28.7,45,15.0013,1
2011-07-15 20:00:00,3,28.7,51,15.0013,1
2011-07-15 21:00:00,3,27.06,54,7.0015,1
2011-07-15 22:00:00,3,27.06,57,15.0013,1
2011-07-15 23:00:00,3,26.24,61,11.0014,1
2011-07-16 00:00:00,3,25.42,65,12.998,1
2011-07-16 01:00:00,3,24.6,69,7.0015,1
2011-07-16 02:00:00,3,24.6,73,8.9981,1
2011-07-16 03:00:00,3,24.6,78,8.9981,1
2011-07-16 04:00:00,3,24.6,73,6.0032,1
2011-07-16 05:00:00,3,23.78,78,6.0032,1
2011-07-16 06:00:00,3,24.6,78,11.0014,1
2011-07-16 07:00:00,3,25.42,73,8.9981,1
2011-07-16 08:00:00,3,27.06,65,11.0014,1
2011-07-16 09:00:00,3,28.7,54,15.0013,1
2011-07-16 10:00:00,3,29.52,54,12.998,1
2011-07-16 11:00:00,3,30.34,48,15.0013,1
2011-07-16 12:00:00,3,31.16,43,19.0012,1
2011-07-16 13:00:00,3,31.16,45,19.9995,1
2011-07-16 14:00:00,3,30.34,45,19.9995,1
2011-07-16 15:00:00,3,31.16,45,22.0028,1
2011-07-16 16:00:00,3,31.16,45,19.0012,1
2011-07-16 17:00:00,3,31.16,45,15.0013,1
2011-07-16 18:00:00,3,31.16,45,19.0012,1
2011-07-16 19:00:00,3,30.34,48,12.998,1
2011-07-16 20:00:00,3,29.52,51,15.0013,1
2011-07-16 21:00:00,3,28.7,58,15.0013,1
2011-07-16 22:00:00,3,28.7,65,19.0012,1
2011-07-16 23:00:00,3,27.88,61,15.0013,1
2011-07-17 00:00:00,3,27.06,65,15.0013,1
2011-07-17 01:00:00,3,26.24,69,12.998,1
2011-07-17 02:00:00,3,26.24,69,15.0013,1
2011-07-17 03:00:00,3,26.24,69,15.0013,1
2011-07-17 04:00:00,3,25.42,73,11.0014,1
2011-07-17 05:00:00,3,26.24,69,15.0013,1
2011-07-17 06:00:00,3,25.42,73,11.0014,1
2011-07-17 07:00:00,3,26.24,73,11.0014,1
2011-07-17 08:00:00,3,27.88,65,15.0013,1
2011-07-17 09:00:00,3,29.52,58,15.0013,1
2011-07-17 10:00:00,3,30.34,60,15.0013,1
2011-07-17 11:00:00,3,31.16,55,19.0012,1
2011-07-17 12:00:00,3,31.16,55,19.0012,1
2011-07-17 13:00:00,3,32.8,49,19.9995,1
2011-07-17 14:00:00,3,32.8,49,23.9994,1
2011-07-17 15:00:00,3,33.62,43,19.9995,1
2011-07-17 16:00:00,3,32.8,46,19.9995,1
2011-07-17 17:00:00,3,32.8,49,26.0027,1
2011-07-17 18:00:00,3,32.8,46,19.9995,1
2011-07-17 19:00:00,3,31.16,55,19.0012,1
2011-07-17 20:00:00,3,31.16,58,16.9979,1
2011-07-17 21:00:00,3,30.34,62,15.0013,1
2011-07-17 22:00:00,3,29.52,66,15.0013,1
2011-07-17 23:00:00,3,28.7,74,8.9981,1
2011-07-18 00:00:00,3,28.7,74,8.9981,1
2011-07-18 01:00:00,3,28.7,74,15.0013,1
2011-07-18 02:00:00,3,27.06,83,15.0013,1
2011-07-18 03:00:00,3,27.06,78,12.998,1
2011-07-18 04:00:00,3,26.24,78,11.0014,1
2011-07-18 05:00:00,3,26.24,78,7.0015,1
2011-07-18 06:00:00,3,26.24,83,7.0015,1
2011-07-18 07:00:00,3,27.88,74,15.0013,1
2011-07-18 08:00:00,3,28.7,70,12.998,1
2011-07-18 09:00:00,3,30.34,67,15.0013,1
2011-07-18 10:00:00,3,31.16,62,12.998,1
2011-07-18 11:00:00,3,32.8,55,6.0032,1
2011-07-18 12:00:00,3,32.8,59,12.998,1
2011-07-18 13:00:00,3,33.62,56,16.9979,1
2011-07-18 14:00:00,3,33.62,56,22.0028,1
2011-07-18 15:00:00,3,34.44,53,22.0028,1
2011-07-18 16:00:00,3,34.44,53,19.0012,1
2011-07-18 17:00:00,3,34.44,49,22.0028,1
2011-07-18 18:00:00,3,33.62,49,23.9994,1
2011-07-18 19:00:00,3,32.8,55,15.0013,1
2011-07-18 20:00:00,3,31.98,59,15.0013,1
2011-07-18 21:00:00,3,30.34,66,12.998,1
2011-07-18 22:00:00,3,31.16,66,15.0013,1
2011-07-18 23:00:00,3,30.34,66,11.0014,1
2011-07-19 00:00:00,3,30.34,66,7.0015,1
2011-07-19 01:00:00,3,30.34,66,8.9981,2
2011-07-19 02:00:00,3,29.52,70,11.0014,1
2011-07-19 03:00:00,3,29.52,70,11.0014,1
2011-07-19 04:00:00,3,29.52,70,8.9981,1
2011-07-19 05:00:00,3,28.7,74,7.0015,2
2011-07-19 06:00:00,3,29.52,74,7.0015,2
2011-07-19 07:00:00,3,30.34,70,11.0014,2
2011-07-19 08:00:00,3,31.16,70,11.0014,2
2011-07-19 09:00:00,3,32.8,63,8.9981,2
2011-07-19 10:00:00,3,33.62,56,11.0014,2
2011-07-19 11:00:00,3,33.62,59,0,1
2011-07-19 12:00:00,3,34.44,56,6.0032,1
2011-07-19 13:00:00,3,35.26,53,7.0015,1
2011-07-19 14:00:00,3,35.26,50,12.998,1
2011-07-19 15:00:00,3,36.08,44,12.998,1
2011-07-19 16:00:00,3,36.9,42,19.9995,1
2011-07-19 17:00:00,3,32.8,66,0,1
2011-07-19 18:00:00,3,32.8,66,8.9981,1
2011-07-19 19:00:00,3,31.16,75,12.998,1
2011-07-19 20:00:00,3,30.34,74,6.0032,1
2011-07-19 21:00:00,3,30.34,74,8.9981,1
2011-07-19 22:00:00,3,30.34,74,0,1
2011-07-19 23:00:00,3,29.52,79,11.0014,3
2011-08-01 00:00:00,3,29.52,70,15.0013,1
2011-08-01 01:00:00,3,29.52,74,12.998,1
2011-08-01 02:00:00,3,28.7,74,7.0015,1
2011-08-01 03:00:00,3,28.7,79,11.0014,1
2011-08-01 04:00:00,3,27.06,83,8.9981,1
2011-08-01 05:00:00,3,27.06,83,7.0015,1
2011-08-01 06:00:00,3,27.06,83,6.0032,1
2011-08-01 07:00:00,3,30.34,62,0,1
2011-08-01 08:00:00,3,32.8,43,12.998,1
2011-08-01 09:00:00,3,33.62,41,0,1
2011-08-01 10:00:00,3,35.26,36,11.0014,1
2011-08-01 11:00:00,3,36.08,32,11.0014,1
2011-08-01 12:00:00,3,36.9,33,16.9979,1
2011-08-01 13:00:00,3,36.9,31,19.9995,1
2011-08-01 14:00:00,3,37.72,29,12.998,1
2011-08-01 15:00:00,3,36.9,27,0,1
2011-08-01 16:00:00,3,36.9,27,0,1
2011-08-01 17:00:00,3,31.16,45,19.9995,1
2011-08-01 18:00:00,3,31.98,43,12.998,1
2011-08-01 19:00:00,3,30.34,51,15.0013,1
2011-08-01 20:00:00,3,29.52,62,15.0013,1
2011-08-01 21:00:00,3,28.7,70,16.9979,1
2011-08-01 22:00:00,3,28.7,70,6.0032,1
2011-08-01 23:00:00,3,27.88,74,12.998,1
2011-08-02 00:00:00,3,27.06,74,0,1
2011-08-02 01:00:00,3,27.06,74,7.0015,1
2011-08-02 02:00:00,3,27.88,69,0,1
2011-08-02 03:00:00,3,27.06,74,12.998,1
2011-08-02 04:00:00,3,27.06,74,7.0015,1
2011-08-02 05:00:00,3,27.06,74,8.9981,1
2011-08-02 06:00:00,3,27.88,69,7.0015,1
2011-08-02 07:00:00,3,29.52,61,19.0012,1
2011-08-02 08:00:00,3,30.34,58,19.0012,1
2011-08-02 09:00:00,3,31.98,46,19.9995,1
2011-08-02 10:00:00,3,33.62,36,19.9995,1
2011-08-02 11:00:00,3,34.44,32,27.9993,1
2011-08-02 12:00:00,3,35.26,30,19.0012,1
2011-08-02 13:00:00,3,35.26,30,15.0013,1
2011-08-02 14:00:00,3,36.9,25,19.0012,1
2011-08-02 15:00:00,3,36.9,25,19.0012,1
2011-08-02 16:00:00,3,36.9,25,19.0012,1
2011-08-02 17:00:00,3,36.9,27,8.9981,2
2011-08-02 18:00:00,3,35.26,34,12.998,2
2011-08-02 19:00:00,3,35.26,36,15.0013,2
2011-08-02 20:00:00,3,33.62,46,16.9979,2
2011-08-02 21:00:00,3,32.8,52,15.0013,1
2011-08-02 22:00:00,3,31.98,59,11.0014,2
2011-08-02 23:00:00,3,32.8,49,11.0014,2
2011-08-03 00:00:00,3,32.8,49,11.0014,2
2011-08-03 01:00:00,3,31.98,52,11.0014,2
2011-08-03 02:00:00,3,31.98,49,11.0014,2
2011-08-03 03:00:00,3,31.16,55,6.0032,2
2011-08-03 04:00:00,3,31.16,52,11.0014,2
2011-08-03 05:00:00,3,31.16,55,6.0032,2
2011-08-03 06:00:00,3,29.52,66,32.9975,3
2011-08-03 07:00:00,3,30.34,51,15.0013,2
2011-08-03 08:00:00,3,30.34,51,11.0014,2
2011-08-03 09:00:00,3,30.34,55,12.998,2
2011-08-03 10:00:00,3,30.34,58,6.0032,3
2011-08-03 11:00:00,3,30.34,58,7.0015,2
2011-08-03 12:00:00,3,31.16,55,8.9981,3
2011-08-03 13:00:00,3,31.16,58,15.0013,2
2011-08-03 14:00:00,3,31.16,58,15.0013,2
2011-08-03 15:00:00,3,28.7,79,8.9981,2
2011-08-03 16:00:00,3,27.88,79,0,3
2011-08-03 17:00:00,3,28.7,79,0,2
2011-08-03 18:00:00,3,28.7,84,0,3
2011-08-03 19:00:00,3,28.7,84,0,3
2011-08-03 20:00:00,3,28.7,84,7.0015,3
2011-08-03 21:00:00,3,27.88,89,8.9981,2
2011-08-03 22:00:00,3,27.88,89,7.0015,3
2011-08-03 23:00:00,3,27.88,89,6.0032,2
2011-08-04 00:00:00,3,27.88,89,6.0032,2
2011-08-04 01:00:00,3,27.06,94,6.0032,2
2011-08-04 02:00:00,3,27.06,94,6.0032,2
2011-08-04 03:00:00,3,27.06,94,6.0032,3
2011-08-04 04:00:00,3,27.88,89,0,2
2011-08-04 05:00:00,3,27.88,89,0,2
2011-08-04 06:00:00,3,27.88,89,19.9995,2
2011-08-04 07:00:00,3,27.88,89,19.9995,2
2011-08-04 08:00:00,3,28.7,82,23.9994,2
2011-08-04 09:00:00,3,29.52,74,22.0028,1
2011-08-04 10:00:00,3,29.52,71,19.9995,1
2011-08-04 11:00:00,3,30.34,66,15.0013,2
2011-08-04 12:00:00,3,31.16,62,15.0013,2
2011-08-04 13:00:00,3,31.16,58,0,1
2011-08-04 14:00:00,3,32.8,55,11.0014,1
2011-08-04 15:00:00,3,32.8,55,16.9979,1
2011-08-04 16:00:00,3,31.16,62,22.0028,1
2011-08-04 17:00:00,3,31.16,62,22.0028,1
2011-08-04 18:00:00,3,28.7,74,19.9995,1
2011-08-04 19:00:00,3,28.7,74,19.0012,1
2011-08-04 20:00:00,3,28.7,74,12.998,2
2011-08-04 21:00:00,3,28.7,74,12.998,2
2011-08-04 22:00:00,3,27.88,74,12.998,1
2011-08-04 23:00:00,3,27.06,74,7.0015,1
2011-08-05 00:00:00,3,27.06,74,7.0015,1
2011-08-05 01:00:00,3,26.24,78,6.0032,1
2011-08-05 02:00:00,3,27.06,69,0,1
2011-08-05 03:00:00,3,26.24,78,6.0032,1
2011-08-05 04:00:00,3,26.24,78,8.9981,1
2011-08-05 05:00:00,3,26.24,78,6.0032,1
2011-08-05 06:00:00,3,26.24,78,8.9981,1
2011-08-05 07:00:00,3,27.06,78,8.9981,1
2011-08-05 08:00:00,3,28.7,65,15.0013,1
2011-08-05 09:00:00,3,29.52,58,7.0015,1
2011-08-05 10:00:00,3,30.34,55,8.9981,1
2011-08-05 11:00:00,3,31.16,52,16.9979,2
2011-08-05 12:00:00,3,31.16,52,16.9979,1
2011-08-05 13:00:00,3,31.98,52,16.9979,1
2011-08-05 14:00:00,3,31.98,52,16.9979,2
2011-08-05 15:00:00,3,31.16,55,16.9979,1
2011-08-05 16:00:00,3,32.8,49,16.9979,1
2011-08-05 17:00:00,3,31.98,49,19.9995,1
2011-08-05 18:00:00,3,31.16,52,16.9979,1
2011-08-05 19:00:00,3,30.34,55,16.9979,1
2011-08-05 20:00:00,3,29.52,58,15.0013,1
2011-08-05 21:00:00,3,28.7,65,12.998,1
2011-08-05 22:00:00,3,28.7,65,15.0013,1
2011-08-05 23:00:00,3,27.88,69,15.0013,1
2011-08-06 00:00:00,3,27.06,78,12.998,1
2011-08-06 01:00:00,3,27.06,78,11.0014,1
2011-08-06 02:00:00,3,27.06,78,15.0013,1
2011-08-06 03:00:00,3,27.06,78,11.0014,2
2011-08-06 04:00:00,3,27.06,83,11.0014,2
2011-08-06 05:00:00,3,26.24,89,6.0032,1
2011-08-06 06:00:00,3,26.24,89,7.0015,1
2011-08-06 07:00:00,3,27.88,83,11.0014,1
2011-08-06 08:00:00,3,27.88,83,11.0014,1
2011-08-06 09:00:00,3,30.34,70,15.0013,1
2011-08-06 10:00:00,3,30.34,70,19.0012,2
2011-08-06 11:00:00,3,31.98,62,15.0013,1
2011-08-06 12:00:00,3,32.8,55,15.0013,1
2011-08-06 13:00:00,3,32.8,59,22.0028,2
2011-08-06 14:00:00,3,33.62,52,16.9979,1
2011-08-06 15:00:00,3,34.44,53,16.9979,2
2011-08-06 16:00:00,3,30.34,79,11.0014,3
2011-08-06 17:00:00,3,30.34,79,11.0014,3
2011-08-06 18:00:00,3,29.52,79,30.0026,2
2011-08-06 19:00:00,3,29.52,84,16.9979,3
2011-08-06 20:00:00,3,29.52,79,19.0012,3
2011-08-06 21:00:00,3,28.7,84,22.0028,2
2011-08-06 22:00:00,3,28.7,84,22.0028,2
2011-08-06 23:00:00,3,28.7,84,19.0012,3
2011-08-07 00:00:00,3,28.7,84,19.0012,2
2011-08-07 01:00:00,3,28.7,84,16.9979,2
2011-08-07 02:00:00,3,28.7,84,15.0013,2
2011-08-07 03:00:00,3,28.7,84,8.9981,2
2011-08-07 04:00:00,3,28.7,84,8.9981,1
2011-08-07 05:00:00,3,28.7,89,12.998,1
2011-08-07 06:00:00,3,28.7,89,11.0014,1
2011-08-07 07:00:00,3,28.7,84,12.998,1
2011-08-07 08:00:00,3,29.52,79,12.998,1
2011-08-07 09:00:00,3,31.16,75,7.0015,1
2011-08-07 10:00:00,3,32.8,66,8.9981,1
2011-08-07 11:00:00,3,33.62,63,0,1
2011-08-07 12:00:00,3,36.9,42,19.9995,1
2011-08-07 13:00:00,3,36.9,42,19.9995,1
2011-08-07 14:00:00,3,35.26,47,12.998,1
2011-08-07 15:00:00,3,29.52,74,19.9995,3
2011-08-07 16:00:00,3,29.52,74,19.9995,3
2011-08-07 17:00:00,3,30.34,74,43.0006,3
2011-08-07 18:00:00,3,29.52,74,6.0032,1
2011-08-07 19:00:00,3,29.52,79,11.0014,1
2011-08-07 20:00:00,3,29.52,84,8.9981,1
2011-08-07 21:00:00,3,29.52,84,7.0015,1
2011-08-07 22:00:00,3,28.7,89,12.998,1
2011-08-07 23:00:00,3,28.7,79,7.0015,1
2011-08-08 00:00:00,3,28.7,79,7.0015,1
2011-08-08 01:00:00,3,27.88,83,8.9981,1
2011-08-08 02:00:00,3,27.06,89,0,1
2011-08-08 03:00:00,3,27.06,89,0,1
2011-08-08 04:00:00,3,27.06,89,7.0015,1
2011-08-08 05:00:00,3,28.7,79,6.0032,1
2011-08-08 06:00:00,3,28.7,65,19.0012,1
2011-08-08 07:00:00,3,29.52,62,19.9995,1
2011-08-08 08:00:00,3,30.34,58,22.0028,1
2011-08-08 09:00:00,3,31.16,55,26.0027,1
2011-08-08 10:00:00,3,32.8,52,26.0027,1
2011-08-08 11:00:00,3,33.62,48,23.9994,1
2011-08-08 12:00:00,3,33.62,46,16.9979,1
2011-08-08 13:00:00,3,34.44,44,19.9995,1
2011-08-08 14:00:00,3,33.62,43,19.9995,1
2011-08-08 15:00:00,3,34.44,41,19.9995,1
2011-08-08 16:00:00,3,35.26,39,19.0012,1
2011-08-08 17:00:00,3,35.26,39,11.0014,1
2011-08-08 18:00:00,3,34.44,41,8.9981,1
2011-08-08 19:00:00,3,33.62,43,7.0015,1
2011-08-08 20:00:00,3,32.8,55,0,1
2011-08-08 21:00:00,3,31.16,58,6.0032,1
2011-08-08 22:00:00,3,31.16,58,7.0015,1
2011-08-08 23:00:00,3,30.34,66,7.0015,1
2011-08-09 00:00:00,3,29.52,79,8.9981,1
2011-08-09 01:00:00,3,29.52,66,0,1
2011-08-09 02:00:00,3,29.52,70,0,1
2011-08-09 03:00:00,3,29.52,62,0,1
2011-08-09 04:00:00,3,28.7,74,0,1
2011-08-09 05:00:00,3,28.7,65,6.0032,1
2011-08-09 06:00:00,3,29.52,64,0,1
2011-08-09 07:00:00,3,29.52,74,7.0015,1
2011-08-09 08:00:00,3,30.34,66,0,1
2011-08-09 09:00:00,3,31.98,62,8.9981,2
2011-08-09 10:00:00,3,32.8,59,15.0013,2
2011-08-09 11:00:00,3,32.8,59,15.0013,1
2011-08-09 12:00:00,3,33.62,56,12.998,1
2011-08-09 13:00:00,3,34.44,49,11.0014,1
2011-08-09 14:00:00,3,35.26,44,19.0012,1
2011-08-09 15:00:00,3,35.26,39,19.0012,1
2011-08-09 16:00:00,3,35.26,39,19.9995,1
2011-08-09 17:00:00,3,32.8,55,11.0014,1
2011-08-09 18:00:00,3,32.8,55,12.998,1
2011-08-09 19:00:00,3,32.8,49,7.0015,1
2011-08-09 20:00:00,3,32.8,43,12.998,1
2011-08-09 21:00:00,3,31.98,46,16.9979,1
2011-08-09 22:00:00,3,31.98,46,19.9995,1
2011-08-09 23:00:00,3,31.16,48,19.0012,1
2011-08-10 00:00:00,3,30.34,51,15.0013,1
2011-08-10 01:00:00,3,29.52,54,12.998,1
2011-08-10 02:00:00,3,29.52,54,11.0014,1
2011-08-10 03:00:00,3,28.7,58,11.0014,1
2011-08-10 04:00:00,3,28.7,54,8.9981,1
2011-08-10 05:00:00,3,27.88,61,6.0032,1
2011-08-10 06:00:00,3,27.88,61,0,1
2011-08-10 07:00:00,3,28.7,58,6.0032,1
2011-08-10 08:00:00,3,30.34,51,12.998,1
2011-08-10 09:00:00,3,31.16,48,15.0013,1
2011-08-10 10:00:00,3,32.8,43,15.0013,1
2011-08-10 11:00:00,3,32.8,41,26.0027,1
2011-08-10 12:00:00,3,33.62,38,19.9995,1
2011-08-10 13:00:00,3,33.62,38,19.0012,1
2011-08-10 14:00:00,3,34.44,34,22.0028,1
2011-08-10 15:00:00,3,35.26,30,22.0028,1
2011-08-10 16:00:00,3,35.26,26,19.9995,1
2011-08-10 17:00:00,3,34.44,26,19.9995,1
2011-08-10 18:00:00,3,33.62,28,19.9995,1
2011-08-10 19:00:00,3,32.8,26,16.9979,1
2011-08-10 20:00:00,3,31.16,31,8.9981,1
2011-08-10 21:00:00,3,31.16,33,7.0015,1
2011-08-10 22:00:00,3,30.34,37,0,1
2011-08-10 23:00:00,3,30.34,37,6.0032,1
2011-08-11 00:00:00,3,28.7,45,7.0015,1
2011-08-11 01:00:00,3,28.7,45,8.9981,1
2011-08-11 02:00:00,3,27.06,54,8.9981,1
2011-08-11 03:00:00,3,26.24,57,8.9981,1
